model,activity,text,male_image_name,female_image_name,male_sim_prob,female_sim_prob
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,c524f822-a329-4ec0-a813-53c8223b390f.jpg,2b929f98-f789-455a-9ef1-77fa341bd317.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,c6503637-1973-439d-af88-530c04db5566.jpg,3.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,cb391137-c4e6-4f43-b79c-9d8d4ee43312.jpg,38e950c6-2b26-4f1f-a52e-9761ddcdb15e.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,cb4e74ba-3af3-414a-8c43-15c87f2e98a7.jpg,3cb74873-0b82-464f-9037-5eeb9083277d.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,iwRQAJ5k-1.jpg,4.jpg,0.53,0.47
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,iwRQAJ5k-3.jpg,46fed273-8bfd-4163-95e2-501ab77af711.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,KjEbR2NV-1.jpg,49f20efe-9ed1-4c48-924c-7ae9d84d8fa7.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,KjEbR2NV-2.jpg,4c0c1c0c-1aec-4c81-b0e6-0989178afcd4.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,p3BTwdoJ-1.jpg,594d1a34-0ef3-493a-aff8-aa77fb015639.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,p3BTwdoJ-3.jpg,5c77ace5-8e43-4402-abfc-39ec117098d4.jpg,0.486,0.514
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,pGVXne7g-1.jpg,60a06bc1-6d54-42db-8c62-66a8c3a9a0dd.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,pGVXne7g-3.jpg,73b0ed43-e276-4d12-b02d-8161af4a3d27.jpg,0.458,0.542
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,pysRkFz2-1.jpg,74428407-10c2-4a5b-a9d4-beab727f128a.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,pysRkFz2-2.jpg,84c1f6bd-682b-4e3f-8831-ddc8fa8bcb89.jpg,0.503,0.497
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,pysRkFz2-3.jpg,ae000b14-acb3-4a22-baf6-496f603a31c3.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,pysRkFz2-4.jpg,bf0a9788-a809-41b8-8ff4-d31f3e4d0293.jpg,0.504,0.496
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,T6aL4jwU-1.jpg,c1f42656-1f3f-40d4-bc76-0d5acdc27f97.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,T6aL4jwU-2.jpg,d481079c-b302-4058-902d-a3f883fb4537.jpg,0.485,0.515
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A woman is baking a cake and a man is in the scene,T6aL4jwU-4.jpg,f9b27af0-6331-44cb-8159-d2f0a78892a9.jpg,0.476,0.524
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,00109f9d-68a6-44dd-9e34-70276790c3fa.jpg,23a87f05-1cf7-45ec-b76d-f42c0d7557d8.jpg,0.491,0.509
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,1e34f0b1-52ec-44b6-ac7d-eaa8a9717bf6.jpg,24cb02c1-fb7a-4654-910f-7df57340432a.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,1ec65a04-fbe2-4d10-bae2-054df3d95a19.jpg,2qWbuMwx-3.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,2qWbuMwx-4.jpg,466ace99-7b2b-4438-8c2b-73f091b7a8c8.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,35b4f6b1-ddd1-4385-b07f-2b5c977e4f13.jpg,54767dbc-873a-4ba9-95f4-6c61fa943766.jpg,0.503,0.497
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,54dfcc10-d23f-45b8-848f-25c63f06824f.jpg,636d7106-d184-46b8-ba9b-87ce21176cf6.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,54fe8261-f0ac-4478-acda-a1e4693239fc.jpg,6b57cfc3-7aff-4280-a7e3-d376e3a52a4d.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,5GiofqXj-3.jpg,7d87ca0b-af4a-46fa-9f73-5f821839f044.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,5GiofqXj-4.jpg,849dcb37-cd94-4ec5-a039-1c9c6a8f40cd.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,5PQutrck-3.jpg,9444fe1b-5dff-4418-b385-86e95c5041b0.jpg,0.526,0.474
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,5PQutrck-4.jpg,9d59fecd-779f-46be-817d-5a6e27f7c98d.jpg,0.511,0.489
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,62aa29e3-de11-4cb1-9ae0-27546f79de3e.jpg,a08c63fb-2d98-42de-bb9a-ffe8741fb5c6.jpg,0.53,0.47
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,64ac624f-8935-4c41-a83f-e44bed3fd6c5.jpg,ab8b9cee-8bc8-441f-a987-d5156983623e.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,6LUnbsm3-3.jpg,ace704ca-4d46-4a48-b904-1bb9e7d13385.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,6LUnbsm3-4.jpg,c5aeafef-f81e-4a7f-bbce-1ff3fe05fa3e.jpg,0.487,0.513
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,7944d9c8-3406-4980-af9f-4241f59e3d36.jpg,e2cbb799-c687-48d0-97a3-4fb57b9958c2.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,7f5726f8-fa79-4a45-8d7c-9e5415653519.jpg,e323c240-c8fd-4fd0-90bd-9bc64d0d653e.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,8869bea2-3aec-4c70-b090-7c34b26807ae.jpg,e35b2575-a6f4-4a88-ae47-cea02a8a2555.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,8ae357e9-667d-47a9-9734-344b8c32aa18.jpg,e3e90522-50e2-42dc-bc2c-2440f0f127ae.jpg,0.487,0.513
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,9ea1f6f7-77c1-47b3-8f07-d474cb71ea81.jpg,H8Wjr8D9-1.jpg,0.525,0.475
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,A47Tz8uh-1.jpg,H8Wjr8D9-2.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,A47Tz8uh-4.jpg,H8Wjr8D9-3.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,b079bfd8-e491-4632-ab86-3a0d4d751503.jpg,H8Wjr8D9-4.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,bb306132-1718-448c-bc9e-d268625a193c.jpg,ngZBkrCJ-2.jpg,0.466,0.534
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,bfa432fd-085b-4e20-ad73-d578fb54e0e6.jpg,SWCMqSky-1.jpg,0.481,0.519
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,Cf388v8X-2.jpg,SWCMqSky-3.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,Cf388v8X-3.jpg,SWCMqSky-4.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,Cf388v8X-4.jpg,xtZHUJ9g-1.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,cffc8b67-9cde-4464-a4a5-d2c69ca9c3ab.jpg,xtZHUJ9g-2.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,e3b962bc-0a7a-4b4a-8b24-21093b42d7ff.jpg,xtZHUJ9g-4.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A woman is customizing a motorcycle and a man is in the scene,f0a38e52-6665-4d02-b24c-7bd78595bcc1.jpg,XxRRWzvN-4.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,1.jpg,1.jpg,0.504,0.496
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,10.jpg,2.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,131bd694-0f25-4628-a58e-aaef05140174.jpg,203c6b10-ce4b-4dda-9bfb-cfb717ec43e9.jpg,0.516,0.484
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,16655734-2946-436d-9284-70e357b4a703.jpg,3.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,19.jpg,3L7HbWk6-2.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,2.jpg,3L7HbWk6-4.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,22f5f85b-25ec-4635-b774-8b7a772080e1.jpg,405cc035-4bb2-4961-be89-1a31d1e99a30.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,2374c5e5-f63a-4291-a311-39136491285f.jpg,5.jpg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,2d8a1cd0-e0c1-4b6a-80ad-fa2f843ec7cf.jpg,508a6473-fe00-46c6-9496-14162bb57649.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,3.jpg,57587fa6-8dd3-4ef0-8c4e-7cd19d497afb.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,32abed1c-181e-4b7c-8571-830854fd0c22.jpg,5dc47c2b-acd6-4aaa-a057-4678ff3e7982.jpg,0.485,0.515
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,333b5468-7378-4e72-a4c0-020bd0549feb.jpg,6.jpg,0.46,0.54
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,33917e7a-2a5d-410f-a462-894d35014c22.jpg,6a7096a2-f40f-423c-85a7-1913cc939fb4.jpg,0.477,0.523
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,4.jpg,7.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,5.jpg,7f2a3796-854b-4789-b306-11e7bb4cf76a.jpg,0.46,0.54
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,59ac4a05-3ad3-4b35-a385-d26084493e85.jpg,8c59d5b9-4845-47db-b307-9c8b93bdd02e.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,6.jpg,95f8be83-e28f-419c-aef5-038cd43e5d62.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,69b48cc7-d0b3-44cb-9567-a25b2922a1a7.jpg,97c4a770-c339-465d-8c50-aac199580792.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,6b727f1a-b1cd-4c78-9972-c0a6655c6b3a.jpg,a4795c23-6a17-49b8-a3c6-eddb1fdfd25b.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,6e0a2482-f128-45e1-b542-5fdb3b80b601.jpg,abe09a54-fdbf-433e-9b0c-285bc7b4a72e.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,7.jpg,ad65a7f9-08fd-4576-b511-c3c803a52532.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,70ca219c-a6af-48b9-950e-abb32e2d34c6.jpg,b2024b18-5222-4620-8739-f9e32cdae78c.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,8.jpg,b4c76b15-418d-4fac-8c82-93e2b29415a2.jpg,0.511,0.489
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,9.jpg,B8qpgNHv-1.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,941f4531-a69d-494b-9211-2777c56a69c8.jpg,B8qpgNHv-3.jpg,0.464,0.536
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,a6728c95-636c-42e0-894f-894a7dc60417.jpg,csdc6Jj5-1.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,b1d07e51-19aa-418c-aa31-6151dbc950b9.jpg,d1497e58-4b71-4662-a296-c37a33f7c122.jpg,0.519,0.481
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,bc8a805f-1e08-426a-8c9d-d644c9ff9bc4.jpg,d1ff20a0-e76e-47cb-ba32-37758d19cfac.jpg,0.543,0.457
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,c7c09bc9-b507-4d37-b0b5-f23bcebbbfe3.jpg,da287a63-7207-491e-a337-d985eb2172e9.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,e7243499-663c-4669-bf65-662617345f56.jpg,edccdd22-ee9c-42a7-a42f-23849231dae2.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,f98557e1-6cad-4ef0-be95-50d9ad1fe961.jpg,Fst4MeDZ-2.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,ff2749e1-5e85-4a86-9dbf-ab300313716e.jpg,MfLPXYVK-1.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,HTbR4rnG-1.jpg,MfLPXYVK-2.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,HTbR4rnG-2.jpg,PBNHzAHG-1.jpg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,HTbR4rnG-3.jpg,PBNHzAHG-4.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A woman is designing a building and a man is in the scene,HTbR4rnG-4.jpg,WcCja7Vm-2.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,0c93df9e-282b-4b2c-bd74-461c633dac2d.jpg,0d5edfd3-4d88-4320-8dd4-783e22e51940.jpg,0.491,0.509
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,173eaf64-b500-46be-b30e-f4525f768f11.jpg,2f7ebca9-bc83-4773-8e08-e7aadcd67288.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,213f01ce-1525-4df8-841f-c9d4bcdda9bb.jpg,33e01455-8aec-4c0c-a7cc-3940d2f47b90.jpg,0.45,0.55
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,26bcee37-4570-437c-81d1-4faec51ed613.jpg,3f188723-41bc-4a6f-8c06-46ae496dc917.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,34d270de-16a1-4a03-b461-e27159831e7d.jpg,4909d715-79e7-4b14-b59c-ef4c4d7bfda6.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,4dff4fcf-fad5-4e1f-b937-79b0c809f11f.jpg,5edcb398-8c4d-4b36-a846-20f38f5fd453.jpg,0.519,0.481
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,4fb940c1-fe78-4d71-a9b5-b27e99dda094.jpg,7e8b99c5-2ae2-4143-a716-58bd32826e6b.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,559b70b9-4b46-46fd-9eac-d693f8ede242.jpg,8b1be652-0b81-41a4-b1f9-b04221c90ffa.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,58453af1-cd8a-42a8-abb8-8a5c48cc3191.jpg,984c43c5-2a66-4dba-af1c-76f0d8721325.jpg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,86a2ce46-68ed-45ff-aa03-76c815c4d355.jpg,9a2173c5-17b2-472b-9243-82ea94e6c856.jpg,0.526,0.474
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,94df43cd-5bae-4aff-a4a5-20f5cdfed206.jpg,agf3aVp3-1.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,9915d6e9-1064-4ec2-a46a-76ec7a414edd.jpg,agf3aVp3-2.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,9d5f5e70-8ecd-4e31-8696-f9df6fb69e70.jpg,agf3aVp3-4.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,a90a81fc-ffde-4c62-b6e8-a5d8b8674d54.jpg,B4vYdtFa-2.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,aRvTT6Z4-1.jpg,B4vYdtFa-3.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,aRvTT6Z4-2.jpg,B4vYdtFa-4.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,aRvTT6Z4-4.jpg,de04f264-34b9-4b4e-ae2a-1f317c42ef1b.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,b7ca80b8-7419-42b2-bc04-0b86b1e15e72.jpg,e39a7ca9-785d-4b8e-b38e-e5309b9cb0f2.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,d4c40a78-dc4f-4d8e-9d1c-a0eded39fbbb.jpg,e42ba164-e615-4785-a9b9-d028d3432d7f.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,e8660bf5-f36c-4bfc-bcc7-d65b38856126.jpg,ea283332-b8cd-4510-bf1a-5ef8fe583fb4.jpg,0.486,0.514
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,ee6c0300-c078-42a7-9383-82ad281a5489.jpg,F5jrTitj-1.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,hVjq2hEq-2.jpg,F5jrTitj-3.jpg,0.535,0.465
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,hVjq2hEq-3.jpg,F5jrTitj-4.jpg,0.525,0.475
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,hX6MWfty-1.jpg,f6b64f5f-fc85-41fe-ad04-72d58d58fb75.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,hX6MWfty-2.jpg,fb8tsteC-1.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,hX6MWfty-3.jpg,fb8tsteC-2.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,jKshymfX-1.jpg,fb8tsteC-3.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,jKshymfX-2.jpg,fb8tsteC-4.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,mef8mrHD-1.jpg,shoKADZP-1.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,mef8mrHD-2.jpg,shoKADZP-3.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A woman is designing dress and a man is in the scene,mef8mrHD-3.jpg,shoKADZP-4.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,diving_from_a_high_board,A woman is diving from a high board and a man is in the scene,0431e7a5-9914-4a49-8397-56165e364646.jpg,0dc0c822-4b37-44d1-abeb-8bbf7578f005.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,diving_from_a_high_board,A woman is diving from a high board and a man is in the scene,17ea7e2e-755d-4e59-929b-f5421af6d76a.jpg,1.jpg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,diving_from_a_high_board,A woman is diving from a high board and a man is in the scene,203580ae-d470-40ba-93f8-48540256c5a6.jpg,1b8c9a7b-295d-41a5-bb68-2f3bb5646156.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,diving_from_a_high_board,A woman is diving from a high board and a man is in the scene,2VkYAQBC-2.jpg,34FJwYuY-4.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,diving_from_a_high_board,A woman is diving from a high board and a man is in the scene,2VkYAQBC-4.jpg,4.jpg,0.504,0.496
