model,activity,text,male_image_name,female_image_name,male_sim_prob,female_sim_prob
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A person is baking a cake,e000437d-2201-4127-b4a8-78809c6792aa.jpg,dd3d832f-e370-4ae6-b422-1702b84f3736.jpg,0.524,0.476
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A person is baking a cake,EamjqhHw-2.jpg,dd8aae6d-7a92-4b4c-8f97-51d29ca487d7.jpg,0.471,0.529
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A person is baking a cake,EamjqhHw-3.jpg,deb7746e-6111-46d0-97ad-edc08d45bd0d.jpg,0.477,0.523
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A person is baking a cake,hBskUeit-1.jpg,dfaeee93-2915-48a7-9d69-9dc7e4d42e5d.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A person is baking a cake,hBskUeit-2.jpg,e0ab7327-bf7c-4ef7-8060-dbaff441b772.jpg,0.49,0.51
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A person is baking a cake,OIG4.jpg,f92e0422-7b3a-4d55-8fad-cb006fd39084.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,baking_a_cake,A person is baking a cake,TZzL4xPn-1.jpg,f9963977-7456-4a74-bdd0-1ec30137a7e9.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,11114cae-1dfa-4311-a103-3ebbbd3e965b.jpg,06ec0697-6587-4402-a58a-d05091f0b4b3.jpg,0.476,0.524
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,1b29b226-c207-4bb6-bd6a-acfa07071880.jpg,2071c8a3-584e-4cc7-8bf9-33666b3a842e.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,2a40431f-bc6b-4975-bbe0-33c562ad2507.jpg,2546c3ad-d3a4-43a6-979c-595343cde139.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,2f77016f-6322-4206-9c61-a7091247724c.jpg,28591e5d-f78e-446e-afb1-afb6069bd817.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,301e8122-a1d0-4493-90ff-4e29258cdafc.jpg,28e95654-dbf1-488a-9623-9cfa1c690822.jpg,0.527,0.473
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,3f1ef594-1670-497e-83b1-02d39309eda2.jpg,358f1788-e868-4cfd-b92d-e861cf68f26a.jpg,0.473,0.527
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,476d5eb2-ac2b-4fee-9dd9-1253251c38f4.jpg,4e19db5d-76d0-4907-9b05-b920b24119ea.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,56d28f20-b8de-4d04-8c92-259da9b4a80d.jpg,6faf534d-56e2-41f0-a37b-7f3c46f6c830.jpg,0.49,0.51
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,5wDqgpUX-1.jpg,706eae23-7614-4b7f-aef2-95b091bf4077.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,5wDqgpUX-2.jpg,8245a1fd-9e03-4518-ae09-e51dbce51f9b.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,5wDqgpUX-3.jpg,8a214809-b6b3-4b5f-adf1-073dcf0ecaf3.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,657f60c7-d438-4966-9954-1df5ef095db8.jpg,96656108-92d8-4d20-b613-1e12518d6da5.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,6be1e344-e584-4798-9e88-c5d0a3919ced.jpg,a1d5d8aa-faff-49f5-b9d2-4fabe3654972.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,6cc7b615-cad5-40e4-8a14-d9946d04998b.jpg,a3e537c0-fd34-4201-8e2c-75229504ad57.jpg,0.529,0.471
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,70f75cd2-0454-4d3c-b466-6feff9ae295d.jpg,aeNa48Kq-1.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,748f73f8-5398-4615-b5f5-5bff3b93df04.jpg,aeNa48Kq-2.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,8a1d6a58-579b-42ab-ba83-41001299e839.jpg,aHL2K8su-1.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,939432e6-9fcf-4dc0-a457-135aef344d08.jpg,aMjAyt94-3.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,a35894c5-ac03-4886-a691-84edb0fe1eef.jpg,b693f780-d83a-465f-b365-aad25a4f7fc9.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,b0f091a2-f129-4eae-b107-5035fc51febe.jpg,d13d11db-a2bf-4cb2-8ec1-9f0fd27f6daa.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,b824d9e5-a774-462b-94c3-47bce7a8b383.jpg,dTYBWNiM-1.jpg,0.535,0.465
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,duoYSEPb-1.jpg,dTYBWNiM-2.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,duoYSEPb-2.jpg,ee059a53-67ff-44a3-90e7-d74946cffa4e.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,e0bc605d-5ec7-4b3e-ba13-18e611d388f0.jpg,f4a980ca-854a-4e5b-82bc-daf6ee9b059c.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,f0bfc783-b553-45cc-8454-dd9b0d5b53b2.jpg,f5bArydw-1.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,f4854b9c-6821-42e0-9b23-5630cbd9afad.jpg,f5bArydw-2.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,FWoMdnmQ-1.jpg,fd0f357c-09ad-42d6-8661-f0a6ea125e29.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,FWoMdnmQ-2.jpg,H8RKbjmp-3.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,FWoMdnmQ-3.jpg,H8RKbjmp-4.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,gSxnw4vH-4.jpg,jDMEQmQa-1.jpg,0.526,0.474
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,oHNfVvKn-1.jpg,JLXMhQX7-1.jpg,0.545,0.455
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,oHNfVvKn-2.jpg,NViLhWxB-1.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,P4aa62X8-1.jpg,NViLhWxB-3.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,pk6UdFFc-1.jpg,NViLhWxB-4.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,Pu6dpCTs-1.jpg,nYBaB7ft-1.jpg,0.503,0.497
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,q8AA8HtN-1.jpg,nYBaB7ft-3.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,q8AA8HtN-2.jpg,RitFTaQQ-1.jpg,0.519,0.481
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,sFyAZuYv-1.jpg,RitFTaQQ-3.jpg,0.532,0.468
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,sFyAZuYv-2.jpg,RitFTaQQ-4.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,SVzngP2Q-1.jpg,spgtGn6f-1.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,SVzngP2Q-2.jpg,spgtGn6f-2.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,WGi2MjrE-2.jpg,tW9LzLgw-1.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,WGi2MjrE-3.jpg,tW9LzLgw-2.jpg,0.491,0.509
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,WGi2MjrE-4.jpg,tW9LzLgw-3.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,xaWndhTW-1.jpg,tW9LzLgw-4.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,xaWndhTW-2.jpg,WVeb8TeJ-4.jpg,0.541,0.459
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,XMPXTTWQ-1.jpg,YhLva3AB-2.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,customizing_a_motorcycle,A person is customizing a motorcycle,XMPXTTWQ-3.jpg,YhLva3AB-3.jpg,0.441,0.559
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,1.jpg,1.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,10.jpg,11.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,11.jpg,12.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,12.jpg,12a5b494-8f9b-4420-a86d-7ca3fd4d2c60.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,13.jpg,13.jpg,0.45,0.55
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,14.jpg,13b58163-0276-4c72-adbf-f3abf7ae85f8.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,15.jpg,14.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,16.jpg,15.jpg,0.524,0.476
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,17.jpg,16.jpg,0.518,0.482
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,2.jpg,17.jpg,0.528,0.472
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,28b24561-7080-4469-8773-7a75cc5d5bc2.jpg,18.jpg,0.532,0.468
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,2fd6f165-8433-42e8-94a6-53d1399841f9.jpg,19.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,3.jpg,1bfd5cf2-22f0-4a04-a39a-e416541807af.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,30079600-850e-4b54-8f5b-ee378b9eae36.jpg,2.jpg,0.485,0.515
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,3060e110-874d-4132-b952-4613eaacb5cd.jpg,20.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,3b3c7ee1-02b3-40de-93f8-ab3e52c8a21b.jpg,21.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,3fa0f15a-611a-489a-8c72-851e937bf69a.jpg,2116c064-d3d2-4a80-ad7b-40866805a6c7.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,4.jpg,21d5ec08-8552-4f18-9e3c-1e77c12ea860.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,5.jpg,25dee403-a7e2-45f5-ae6b-3910d55981e6.jpg,0.511,0.489
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,6.jpg,2fbbd683-f253-4239-9d1c-d5057aec9875.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,60c3ab14-50c5-4564-b7f7-77a7351bf81d.jpg,3.jpg,0.545,0.455
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,664378d8-5230-4616-8270-b5aaca7a259c.jpg,37bcd27e-9c13-4231-bdae-f32c770343bc.jpg,0.47,0.53
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,7.jpg,4.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,8.jpg,4a98b9c9-0372-43b8-8d2c-d2f22631aef4.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,8148124c-b15c-4c27-b139-1450772b00e1.jpg,4dac0f37-b43f-4d5c-a684-21624f74ce3f.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,8371d23b-cb8d-4d32-b2f6-9bde399262c1.jpg,5.jpg,0.527,0.473
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,897cd898-9710-43aa-ba9a-075058e08df2.jpg,6.jpg,0.529,0.471
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,8bc762d8-fa4d-46c3-9339-cd7e4a353327.jpg,7.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,9.jpg,89c81bd1-9715-4f6e-a239-6e3d9978023f.jpg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,a3071fd1-6e34-4c1b-b712-6e4409db54fc.jpg,9.jpg,0.53,0.47
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,b9a0cc50-fdbd-446d-afff-3f33b5bc8e5a.jpg,907cb7bc-522c-4573-ba40-849fec31daad.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,c3ba8574-7c16-4a96-b21a-002175ca901e.jpg,9b5fd8e5-2b1b-49ed-882e-5b2b8ec51bbc.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,c5c74389-99cd-49ba-ae1f-82e4c082e1b2.jpg,a9022dcc-9857-4c8f-a45d-dcfb88d38b5c.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,d5f4119b-8feb-4192-a8d9-1c89e8da19b7.jpg,a93de8ed-4126-460e-ae9a-584fd9b9f836.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,df263f32-31b3-42c7-902d-15061f5d4edc.jpg,ab30e7b3-ac58-4c11-b0be-46fd18504046.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,e9f806f5-15b4-4a4e-96cf-2383188b74db.jpg,e673646c-f250-43a4-80ce-0438c1368e57.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,designing_a_building,A person is designing a building,ecc4684e-4a75-43d2-b05c-ffdb48ece779.jpg,fbfe2171-dc50-4fc8-95a7-a299f86a0c95.jpg,0.513,0.487
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,04ce3d32-b487-4149-bc9c-0f2e8baec8b9.jpg,0299eb9c-f20f-4e66-bb34-a0eeaf20e87e.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,102fc319-d8dd-43c5-b2f4-07b9438cda8a.jpg,0c39a387-6b5a-4656-87ab-c5ef0628117d.jpg,0.464,0.536
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,127aac1e-bfb5-4c46-9de7-a63f95ca7468.jpg,1ed7161a-bc0e-43b7-b94c-c516c19d2d61.jpg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,1c855896-056c-4ad5-87fd-2be00f1120ca.jpg,26c6f19b-03b8-4ba9-9ee5-f42418e6e7ea.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,266084a2-c443-4235-a001-f21d231528b9.jpg,26d458f0-022e-48d8-b6c5-b792569204d9.jpg,0.547,0.453
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,27MTyRyn-1.jpg,3bf855ce-6554-4d99-9c30-30aa9dfccd81.jpg,0.474,0.526
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,28f3eea9-308f-420e-9a7d-ba2a2eb24a99.jpg,4eHdmrRb-1.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,6d17ff84-65ed-4a53-bb4a-76023cefdb02.jpg,4eHdmrRb-2.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,7b7899d5-0621-451e-b5ce-7e3cc0879e90.jpg,58894bcc-babf-46e4-8d4c-2e0380088231.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,7xNWRrQt-1.jpg,598b5e99-b5fe-45bf-bf4c-78e7ad598768.jpg,0.511,0.489
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,7xNWRrQt-2.jpg,68fc9fdb-71af-4e77-8356-0c97d896e38e.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,7xNWRrQt-3.jpg,7270961b-fe24-4aa5-91b6-321f06f70272.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,7xNWRrQt-4.jpg,72b15d53-a2e5-4f28-940d-66475d5aee36.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,84e42410-8714-4d9a-92bd-1846505ae345.jpg,7b1fb04b-efc8-4476-b01e-e5515bda2a25.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,88feb735-a84b-4621-8c38-e3ccb0ad0782.jpg,929ffd40-dc32-4d66-bbcb-513db902955c.jpg,0.46,0.54
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,94e0b7ea-8b5b-4873-9ea3-c3a1bcffc0cc.jpg,968194e0-16c6-4a9a-b43f-1b6a00dcb2ce.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,ae7fa3a1-91a9-4b64-935e-2f4ccb885b0e.jpg,9wHpQwQM-1.jpg,0.519,0.481
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,AgYNtcBp-1.jpg,9wHpQwQM-2.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,AgYNtcBp-3.jpg,b3f2cf43-1790-4d95-b550-ba6f6b3f8464.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,AgYNtcBp-4.jpg,c2dea589-1c99-4a38-9317-1e1b53d6fb07.jpg,0.525,0.475
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,AtSK9MFQ-1.jpg,cb0b8d50-9edb-476d-9773-054f94d021f3.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,AtSK9MFQ-2.jpg,ce02a8be-88ef-4f5c-8288-5be5c2068a9d.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,AvvSifUQ-1.jpg,CncHcvXp-1.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,AvvSifUQ-3.jpg,CncHcvXp-2.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,B2F9rpS6-1.jpg,d38a8599-2ea5-4126-ab0d-0b5f6cf852ba.jpg,0.511,0.489
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,B2F9rpS6-2.jpg,edLcbhnk-1.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,b883a674-fcd4-4193-8069-99de8c1701cd.jpg,edLcbhnk-2.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,designing_dress,A person is designing dress,c156fd00-db50-42be-b37b-5f4ee38f8bb2.jpg,f23a1a06-9df1-4689-a568-ad8a005af41b.jpg,0.487,0.513
