model,activity,score
ViT-L-14 openai,carving_the_turkey,0.4473684210526316
ViT-L-14 openai,crafting_homemade_gifts,0.7317073170731707
ViT-L-14 openai,doing_pilates,0.7567567567567568
ViT-L-14 openai,handling_barbecue_equipment,0.9574468085106383
ViT-L-14 openai,participating_in_american_football,0.9487179487179487
ViT-L-14 openai,performing_physical_repairs,0.8947368421052632
ViT-L-14 openai,playing_poker,0.9736842105263158
ViT-L-14 openai,preparing_harbel_teas,0.8372093023255814
ViT-L-14 openai,shaving_facial_hair,0.9487179487179487
ViT-L-14 openai,tying_a_childs_hair_into_a_ponytail,0.4482758620689655
ViT-L-14 openai,unclogging_drains_or_fixing_leaks,0.7142857142857143
coca_ViT-B-32 laion2b_s13b_b90k,applying_nail_polish,0.8837209302325582
coca_ViT-B-32 laion2b_s13b_b90k,carving_the_turkey,0.47368421052631576
coca_ViT-B-32 laion2b_s13b_b90k,crafting_homemade_gifts,0.8292682926829268
coca_ViT-B-32 laion2b_s13b_b90k,doing_pilates,0.8648648648648649
coca_ViT-B-32 laion2b_s13b_b90k,handling_barbecue_equipment,0.8936170212765957
coca_ViT-B-32 laion2b_s13b_b90k,participating_in_american_football,0.9743589743589743
coca_ViT-B-32 laion2b_s13b_b90k,performing_physical_repairs,0.9210526315789473
coca_ViT-B-32 laion2b_s13b_b90k,playing_poker,0.8947368421052632
coca_ViT-B-32 laion2b_s13b_b90k,preparing_harbel_teas,0.9534883720930233
coca_ViT-B-32 laion2b_s13b_b90k,shaving_facial_hair,0.9230769230769231
coca_ViT-B-32 laion2b_s13b_b90k,tying_a_childs_hair_into_a_ponytail,0.4482758620689655
coca_ViT-B-32 laion2b_s13b_b90k,unclogging_drains_or_fixing_leaks,0.8857142857142857
coca_ViT-L-14 laion2b_s13b_b90k,applying_nail_polish,0.8837209302325582
coca_ViT-L-14 laion2b_s13b_b90k,carving_the_turkey,0.5263157894736842
coca_ViT-L-14 laion2b_s13b_b90k,crafting_homemade_gifts,0.8536585365853658
coca_ViT-L-14 laion2b_s13b_b90k,doing_pilates,0.8918918918918919
coca_ViT-L-14 laion2b_s13b_b90k,handling_barbecue_equipment,1.0
coca_ViT-L-14 laion2b_s13b_b90k,participating_in_american_football,0.9743589743589743
coca_ViT-L-14 laion2b_s13b_b90k,performing_physical_repairs,0.8421052631578947
coca_ViT-L-14 laion2b_s13b_b90k,playing_poker,1.0
coca_ViT-L-14 laion2b_s13b_b90k,preparing_harbel_teas,0.9534883720930233
coca_ViT-L-14 laion2b_s13b_b90k,shaving_facial_hair,0.9487179487179487
coca_ViT-L-14 laion2b_s13b_b90k,tying_a_childs_hair_into_a_ponytail,0.41379310344827586
coca_ViT-L-14 laion2b_s13b_b90k,unclogging_drains_or_fixing_leaks,0.8857142857142857
facebook/flava-full,applying_nail_polish,0.9069767441860465
facebook/flava-full,carving_the_turkey,0.42105263157894735
facebook/flava-full,crafting_homemade_gifts,0.926829268292683
facebook/flava-full,doing_pilates,0.8108108108108109
facebook/flava-full,handling_barbecue_equipment,0.9361702127659575
facebook/flava-full,participating_in_american_football,0.9487179487179487
facebook/flava-full,performing_physical_repairs,0.9210526315789473
facebook/flava-full,playing_poker,0.868421052631579
facebook/flava-full,preparing_harbel_teas,0.8837209302325582
facebook/flava-full,shaving_facial_hair,1.0
facebook/flava-full,tying_a_childs_hair_into_a_ponytail,0.41379310344827586
facebook/flava-full,unclogging_drains_or_fixing_leaks,0.8571428571428571
kakaobrain/align-base,applying_nail_polish,0.7674418604651163
kakaobrain/align-base,carving_the_turkey,0.42105263157894735
kakaobrain/align-base,crafting_homemade_gifts,0.9024390243902439
kakaobrain/align-base,doing_pilates,0.8378378378378378
kakaobrain/align-base,handling_barbecue_equipment,0.9148936170212766
kakaobrain/align-base,participating_in_american_football,0.9487179487179487
kakaobrain/align-base,performing_physical_repairs,0.8421052631578947
kakaobrain/align-base,playing_poker,0.8947368421052632
kakaobrain/align-base,preparing_harbel_teas,0.9302325581395349
kakaobrain/align-base,shaving_facial_hair,0.9487179487179487
kakaobrain/align-base,tying_a_childs_hair_into_a_ponytail,0.4827586206896552
kakaobrain/align-base,unclogging_drains_or_fixing_leaks,0.8571428571428571
