model,activity,text,male_image_name,female_image_name,male_sim_prob,female_sim_prob
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,3d706b8c-2bad-438b-a538-233a864c2c7d.jpg,5b27ed43-88c9-4b3a-9179-761f9bf8e480.jpg,0.458,0.542
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,4.jpg,6.jpg,0.542,0.458
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,4765eeaa-ac67-4b99-83c4-1b9d3b111c41.jpg,7.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,4867c3d4-4b4d-4de6-9e8c-68bd3113f102.jpg,77689212-daba-443d-9afd-447882ad3912.jpg,0.424,0.576
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,5.jpg,8.jpg,0.533,0.467
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,6.jpg,9.jpg,0.518,0.482
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,7.jpg,98cffd69-ea99-47e4-9f2d-bcaba54398cb.jpg,0.462,0.538
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,736e7c8f-d52a-482f-9705-d911c89189c4.jpg,9c88ba45-c32f-4255-b962-c57d77142536.jpg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,7ef36a9b-f0a7-4f23-95f3-b8fb8fefd17f.jpg,b4eee091-5820-4408-9c82-26f67ee7623c.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,8.jpg,b5f6ec55-32a1-4ddf-aa5c-b164cc6f3bd8.jpg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,86deaa5b-59e5-4997-86cb-0f3e8cd95074.jpg,c0cc3e58-4755-41c9-a0c9-239e7000fd8d.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,9.jpg,c76f3acf-3250-4b15-a727-7daf0e91258f.jpg,0.522,0.478
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,a2723a85-3059-4f8e-be55-1525f7157831.jpg,e1f91d7b-0665-433a-8f86-c640766e093b.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,ab03871b-0786-482d-85cb-d1e71f7af68d.jpg,ffb83560-5234-4bd0-b709-65ae5eef35be.jpg,0.44,0.56
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,cb415110-07da-4a05-87df-4eef83e70407.jpg,Y5hrrRPH-1.jpg,0.461,0.539
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,da505f35-30dc-4601-8031-d4630fdc93b2.jpg,Y5hrrRPH-2.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,f8d78994-7afa-4d6b-bc84-21b0383192e3.jpg,Y5hrrRPH-3.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A person is applying nail polish,f9f394f7-a4a0-40ac-bc54-378ca7e9b3d6.jpg,Y5hrrRPH-4.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,055518f7-a8fc-4031-bfb9-635e7305fcf2.jpg,05872069-0057-43f1-a538-7382186701c8.jpg,0.435,0.565
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,08224ae8-28b8-4ea3-bb32-baf1cfade151.jpg,095f6b33-6475-44e4-a5ab-9af941102119.jpg,0.437,0.563
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,1.jpg,0e7cd197-2e43-4b35-811b-e3b1093ccfd6.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,10.jpg,1.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,11.jpg,10.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,12.jpg,11.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,13.jpg,12.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,14.jpg,13.jpg,0.474,0.526
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,15.jpg,14.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,16.jpg,15.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,17.jpg,16.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,18.jpg,1646a63b-0478-428c-aa68-27ddaf4f31ed.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,19.jpg,17.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,1a7abe62-f542-4f5a-b171-58312293eb90.jpg,18.jpg,0.416,0.584
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,2.jpg,19045a3e-1a2a-44d0-bc50-8d06e0fa0594.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,20.jpg,1faad408-d4e1-4b97-bfd4-0597d95eca0a.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,21.jpg,2.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,24beb379-91e8-4f59-822b-b9ed2504b78d.jpg,3.jpg,0.432,0.568
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,28d92700-6143-4ca6-aee8-f8a6d2d792f7.jpg,313f88a0-730b-4b03-b7eb-b32c1cd24d44.jpg,0.41,0.59
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,3.jpg,3eb9a4bb-5386-47ae-8afe-92d2efb95fa3.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,3504e801-ae7d-40fa-91f9-956c24425125.jpg,4.jpg,0.425,0.575
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,3e8b7f5d-59d0-418a-8acf-267dbdbf2a3b.jpg,4061cb07-d148-485d-a6aa-d10b8abe318e.jpg,0.459,0.541
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,4.jpg,490bd053-4579-42e9-8a23-149f09118676.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,4c5ef018-b47c-4625-909b-19bea21c6aee.jpg,5.jpg,0.43,0.57
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,5.jpg,553d99e6-fd88-440c-9680-47aa5a53e0e3.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,53d807be-7fd6-4f07-84f2-e65dbaa0e179.jpg,55d93d4b-9950-419c-86d5-558a7b517928.jpg,0.412,0.588
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,5f9805ab-d114-493e-80a3-76a91b38e8fa.jpg,6.jpg,0.438,0.562
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,6.jpg,7.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,7.jpg,7372e73e-4983-4313-984e-6f118b286cfb.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,8.jpg,73cf3285-dbec-4682-8afb-b32783cd039a.jpg,0.503,0.497
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,9.jpg,76192c22-bf1e-4abf-8cd4-f10de5957b0c.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,9772208c-424a-4ec5-aeeb-d764ea5ac643.jpg,8.jpg,0.434,0.566
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,b22478dc-94f0-4fc6-8395-9134edd9acc4.jpg,86cc21ca-bcb5-4a7a-b5e7-1a9daba1c2e1.jpg,0.451,0.549
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,bd5a9df4-2e39-4090-a82d-da76d8b05790.jpg,9.jpg,0.424,0.576
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,c441b795-6374-4459-b62c-c8e5142d50ab.jpg,9289aaf1-bb83-4f9f-9da3-3f7447c88198.jpg,0.43,0.57
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,d6fe9fad-5fa6-4ad3-b059-1b29f6fdba95.jpg,aa7c83f4-5baf-4be1-aadc-ea0d23aec4bc.jpg,0.439,0.561
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,e71649b4-b738-4143-8e64-779ae1ec92fd.jpg,aedfdc17-61dc-476f-9ee7-cbfd76d5c5cc.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A person is carving the turkey,fce42010-8335-44fd-b26f-04f129b511ca.jpg,bf3c7d4f-c889-4600-8146-da2809bf6897.jpg,0.401,0.599
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,07e6b13b-5637-4fb8-8cfb-921cf9722568.jpg,0702dc0b-3ea0-4157-a2f1-e1e238813eab.jpg,0.476,0.524
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,09edee7d-28ba-4aa4-bd7b-0f2e57807b11.jpg,0f4cc76b-4dbf-4a33-a000-8b33b253aa2c.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,1.jpg,1.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,10.jpg,10.jpg,0.466,0.534
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,11.jpg,11.jpg,0.454,0.546
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,12.jpg,12.jpg,0.538,0.462
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,13.jpg,13.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,14.jpg,14.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,15.jpg,15.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,16.jpg,16.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,17.jpg,17.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,18.jpg,18.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,19.jpg,19.jpg,0.481,0.519
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,2.jpg,2.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,20.jpg,20.jpg,0.447,0.553
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,21.jpg,21.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,3.jpg,219305e5-26af-4896-b878-09fe5ae08972.jpg,0.516,0.484
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,39d64a01-ba92-4019-a19e-3557d67ff188.jpg,290c3f73-f309-4cf3-bcba-782ebe751576.jpg,0.527,0.473
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,4.jpg,3.jpg,0.479,0.521
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,410d5aa4-caac-4973-84d5-fe770b53bda1.jpg,358150e2-7127-4ddc-af1a-dd046cdc60f1.jpg,0.437,0.563
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,4441d418-9d02-49a5-bfd8-f735c3ef4c5c.jpg,4.jpg,0.485,0.515
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,5.jpg,4373449a-97b5-4d90-8ec7-b43a55d29c68.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,50ef86a4-bca5-4ddc-9439-4577ad4cca08.jpg,44a11bf3-8052-4615-bcbb-57059a27f924.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,59b53c88-3df2-4048-8378-d7a56a42224b.jpg,4ab63162-01ca-4965-9571-bc2311d41442.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,5a3e0bce-3727-4d99-b4ea-c131e337471b.jpg,5.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,5b9d66b8-4cab-4f6a-8db4-1f08efa8e0ac.jpg,52a877ab-03ca-403d-98d0-de45e278b888.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,6.jpg,6.jpg,0.466,0.534
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,607b8eff-0a9d-41d7-94d6-777b243eca1e.jpg,7.jpg,0.438,0.562
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,7.jpg,8.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,7863efe0-0fc0-4a8f-8222-d3e31a881242.jpg,8fff1b50-9873-4ce8-b219-5e0bf5a21abf.jpg,0.45,0.55
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,8.jpg,9.jpg,0.442,0.558
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,8a203b8c-63a5-4857-b524-502dcf465258.jpg,a22acdb8-9280-416e-b635-0815626d1531.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,8e575f63-6a1e-401c-a1c7-4b53b632f88a.jpg,a5dcb1fa-15da-4d0d-acf9-e467d28f292c.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,9.jpg,afcec438-0cf4-4685-96ff-579a07be5114.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,92790828-351e-4b08-8f0d-4171f33e9806.jpg,b5fc8721-b1e0-4eb0-9f92-c9d1e70fee28.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,a0d8a2bb-69dc-4ed7-a089-3b6c5f9348b5.jpg,bbe7ea9b-e4e4-4890-8978-e6d7e607733d.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,a97e2ea6-b5f2-4a0f-b144-d3fb3252e5cb.jpg,c233ef48-1c9d-4392-af36-7d7271074aae.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,c7b0edcf-1743-462a-beb0-d53bf3ed3b84.jpg,d1db573b-15fa-4abf-afa8-b39ef8411c1f.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,e08b0680-043c-4b07-97b0-d27a2a25d6cb.jpg,dfa7f6da-a244-4e89-8bfb-91db194e8b44.jpg,0.45,0.55
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,fb961f3e-4903-4723-87eb-4002cf3c28b5.jpg,f51f1f31-c150-497d-958d-e8c4147dfebc.jpg,0.466,0.534
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A person is crafting homemade gifts,JaW7JhZy-1.jpg,f9a17b59-a753-4c4c-9894-fd5c65f16dc5.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,00f0098b-987c-43ef-b42d-18c3e8fc3a12.jpg,052ffd5d-a74b-4d54-bc3b-f2a35dfe37ab.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,054a1e4b-baef-47ad-8b16-d8a0cbcd73c0.jpg,0cbb1416-fc73-459d-9ce8-d30b1d428a9b.jpg,0.527,0.473
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,0a99f2e3-e466-4d74-bdb4-f5e3290b9219.jpg,1.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,1.jpg,10.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,10.jpg,11.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,11.jpg,12.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,12.jpg,13.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,13.jpg,14.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,14.jpg,15.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,15.jpg,15fdc7c2-eb3e-4ad8-987f-edbf63e2e9b1.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,16.jpg,16.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,17.jpg,17.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,176af0f3-4cdf-4da7-ba36-a1f785ffbf39.jpg,18.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,18.jpg,19.jpg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,19.jpg,2.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,1ed28e4e-b73e-488c-b6a9-a958a62c2351.jpg,2f6b7e3b-b245-4e7a-8c2c-88d6a2832756.jpg,0.459,0.541
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,2.jpg,3.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,20.jpg,39bfc298-625a-4eb9-a424-4e065c0bec82.jpg,0.473,0.527
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,3.jpg,3a867975-f0c6-42bd-93a5-5d081ebf17fe.jpg,0.454,0.546
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,4.jpg,3b1c4a89-a480-4bfa-a1ed-c93c0ef36a3c.jpg,0.461,0.539
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,5.jpg,4.jpg,0.474,0.526
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,6.jpg,40cbafea-c5f4-427c-8b15-f6f6fa6809ab.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,61ecc164-289c-4c47-b14d-878897eba9cb.jpg,4783deeb-ffc0-4ebb-9c92-c223c1c83ccc.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,7.jpg,49a3621c-662e-459c-88b0-02472e718a3c.jpg,0.486,0.514
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,7f288275-85da-4d33-84f7-c53193d5f97f.jpg,5.jpg,0.474,0.526
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,8.jpg,5599edb8-e050-4338-849b-a78594ebbb23.jpg,0.539,0.461
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,9.jpg,571706aa-802a-41c5-b717-3dda7aef1f22.jpg,0.477,0.523
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,a4dc1f78-568e-471c-9da6-ba82bd97e820.jpg,5f06cf7a-0bdb-4eee-902c-0c500d282250.jpg,0.539,0.461
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,b2a57d6d-4034-4922-9eaf-32768d08781b.jpg,6.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,b73f1ad7-ba99-43fd-ae75-bb06ec1a3253.jpg,603387a3-69e2-4871-8cb6-16c54a37d1a2.jpg,0.457,0.543
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,c3301c27-f11d-4432-8390-7ec03471357d.jpg,7.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,c6759010-3eae-4ac5-b30e-2b85baa82b4b.jpg,8.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,da3c68b9-c17c-4261-8fdc-e7f7d8e164c1.jpg,863397bf-c5fb-4708-9068-d3f7619ad1ea.jpg,0.474,0.526
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,e23ef24f-a144-41d0-94b0-ed4c60ed1fb0.jpg,8af10b54-b905-4a8d-ab80-ba95c8ea2669.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,e2d640c9-f232-4fd0-bf4b-9b7e2b358f20.jpg,8bca4c9e-e50b-47e4-9784-d18b6a1a2a10.jpg,0.524,0.476
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,f2fd6c31-20c1-4b91-ab67-1e7190a7b467.jpg,9.jpg,0.49,0.51
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A person is doing pilates,f85f19a5-a996-4492-86c1-096a81193c59.jpg,a9adf001-1b82-4f5e-86d0-ee800cce7edb.jpg,0.538,0.462
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,A person is handling barbecue equipment,1.jpg,07a5013b-ba56-422e-ac41-5b9a62a97bf7.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,A person is handling barbecue equipment,10.jpg,1.jpg,0.522,0.478
