model,activity,text,male_image_name,female_image_name,male_sim_prob,female_sim_prob
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,FzM2sSxN-3.jpg,CoDRupvs-1.jpg,0.528,0.472
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,QyRfAqb4-2.jpg,CoDRupvs-2.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,QyRfAqb4-3.jpg,CoDRupvs-4.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,RYXyVZuE-2.jpg,d6fe9fad-5fa6-4ad3-b059-1b29f6fdba95.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,sVfCBLcd-2.jpg,e71649b4-b738-4143-8e64-779ae1ec92fd.jpg,0.548,0.452
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,sVfCBLcd-4.jpg,fce42010-8335-44fd-b26f-04f129b511ca.jpg,0.522,0.478
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,SxeieVC2-1.jpg,GbLX7DuW-2.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,SxeieVC2-2.jpg,s2CaWi6o-2.jpg,0.481,0.519
EVA01-g-14 laion400m_s11b_b41k,applying_nail_polish,A man is applying nail polish and a woman is in the scene,SxeieVC2-3.jpg,s2CaWi6o-3.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,0778418f-19fd-45c2-97b9-7a083e18e503.jpg,0b8cf043-dccf-4bed-b758-1fb067853322.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,12b91a45-a25d-4cae-a03e-9b929d045b3d.jpg,25de06ae-7055-4749-b2ad-444264dab233.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,298e6b3b-5cda-47ba-9166-528be711176a.jpg,39720425-5942-442e-80df-06e5641c519c.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,2bdebc60-cb74-4bb8-9a9e-ed33c453ef04.jpg,4263fa74-c328-42a6-becd-743650b6c3c4.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,49b80308-4f5f-4898-b2cc-f13e13b8b74f.jpg,4dbef420-9bef-42d6-aa6e-cc9274833bc8.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,5c10ce86-83c3-4158-93d8-4710773b42fd.jpg,4e1d3d2e-295f-4135-9f28-99355fac5783.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,5dd120b2-97fe-4547-96c5-44ebfdc9e969.jpg,57c65e7c-f480-4419-a1fb-4a15e4f9870b.jpg,0.487,0.513
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,5TsiieAU-2.jpg,64afbe89-3143-43b4-9a94-e391920c5bad.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,617debd4-bc59-49db-8a73-e0858c746112.jpg,66bbe221-3b30-4942-9f12-fa8e6fb67c8d.jpg,0.513,0.487
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,6f63e835-1459-4a81-ad21-83e586a93b7e.jpg,6c2882ce-81b0-49e0-869a-ecf1090d616e.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,7d02047a-97bf-4098-bf0b-33d4d0fc0445.jpg,9a851cb8-d762-4ab2-916e-05dc411f86ae.jpg,0.522,0.478
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,7nndAVUv-1.jpg,a99fd2d2-23cd-4bc3-bb45-a7f709e1d605.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,7nndAVUv-3.jpg,d329cda8-8d7c-408a-b282-1ce8e687d052.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,8939c8bd-5685-4e67-aac4-a2045ec9636c.jpg,e62dad81-c274-4cd8-8e9b-16f27cdde736.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,a81cda73-046f-4f3a-81e3-dedeba203631.jpg,eJaj6bY4-2.jpg,0.523,0.477
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,aaaf9687-8dfc-4352-94f0-145e1436c6e8.jpg,esJSfHqU-2.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,b5e005f2-c8f2-466e-ae9e-c71f91e2e9d6.jpg,esJSfHqU-4.jpg,0.504,0.496
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,ba4380af-81df-4c3d-87f9-c947a0def02f.jpg,f788ozgs-1.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,bHxwFsEH-1.jpg,f788ozgs-2.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,bHxwFsEH-2.jpg,f788ozgs-3.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,bHxwFsEH-3.jpg,f788ozgs-4.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,cbe6a358-350b-443f-b550-a01416a1384f.jpg,f99a11c7-e2f1-41bd-833c-cc33e1acb631.jpg,0.477,0.523
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,d8e7d674-9804-4af2-ad0e-ea3da9acb646.jpg,fdaf686d-89b8-4532-a72b-4098fdcf1874.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,d8xkkJdh-1.jpg,ff63d0e3-1d71-426e-8c94-de70182604ee.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,d8xkkJdh-2.jpg,hpP3z96b-1.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,d8xkkJdh-3.jpg,S9QfpnZf-2.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,dVkRFBdL-3.jpg,tJwY3SxU-1.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,esJSfHqU-3.jpg,tJwY3SxU-2.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,f669c37e-eb09-428f-b6c6-9e90d8f0bb0d.jpg,tJwY3SxU-3.jpg,0.477,0.523
EVA01-g-14 laion400m_s11b_b41k,carving_the_turkey,A man is carving the turkey and a woman is in the scene,hr3Y4Qb4-1.jpg,ZRaFeL7s-1.jpg,0.529,0.471
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,12018de7-dd4d-479a-aecf-8d498bef2dee.jpg,01ba21f1-a6c7-4898-abdb-7e9fc1d04dd5.jpg,0.539,0.461
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,1f6cf77f-5a3a-41d8-bd5c-fa6a3419b2e2.jpg,0f838d84-4b78-4f39-bb86-4b7c5123a2d6.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,28116216-4e0e-4938-afdd-5b90cd32f85e.jpg,2b28341f-84cf-42e3-8e49-46b4125d868d.jpg,0.466,0.534
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,3569e028-d9a2-44bb-a90e-62fa4a3e2a19.jpg,2c4d4abb-51e2-436c-b6a3-fd65f2f03a7f.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,611503a7-3346-441a-94f1-84f2d6157c63.jpg,33bf28ad-7a32-4240-ad68-95ba599bbe5e.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,611794e1-cab5-454e-bef0-4b9eb11812af.jpg,7759d2b5-cd8a-46d6-83d7-3e759d1d0340.jpg,0.527,0.473
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,62ce6dcb-18a2-4733-81a8-674df6e1e0b3.jpg,90ffc48b-7da5-4014-83f1-c34a9ac96e6c.jpg,0.49,0.51
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,6fd3c5b9-1818-4433-8e1c-75fdf03f9d66.jpg,9d661a95-9b99-4693-83cb-e2c03718743d.jpg,0.536,0.464
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,752ef64a-e480-419a-a3fe-30bf510c8ed4.jpg,a24f41f5-32ae-4c60-ae32-910427f4bbb9.jpg,0.513,0.487
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,7edc12e3-e8ea-46ce-88d0-42f4c97069c7.jpg,a3978d42-28f2-4e9d-b830-60af9cfff616.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,87a35b49-36cb-441d-a0fb-5b3d7d87f4ff.jpg,d077b3f7-9e45-4469-a021-76c567b14963.jpg,0.47,0.53
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,914dd745-b085-4b17-a38c-9c38c28c4188.jpg,DfjKgdUp-1.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,aJ2urpkF-3.jpg,DfjKgdUp-2.jpg,0.519,0.481
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,aJ2urpkF-4.jpg,DfjKgdUp-4.jpg,0.504,0.496
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,auRnnFkb-2.jpg,dLFX6Vsk-3.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,bae6ee31-f179-4983-a5ba-f6f903e5f49a.jpg,dLFX6Vsk-4.jpg,0.541,0.459
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,c3299ff2-1bb3-465b-94e5-032633cd0f64.jpg,e13f09b0-890e-4ae6-a198-14c2a69d0a41.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,d14dd14b-be43-40ee-9fd4-40ca916111ee.jpg,e3861b3d-61f1-4bd1-9030-be43b9e50a70.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,e6a99980-dc2d-4443-b7ff-7c5449807a8b.jpg,e81956d2-83be-4990-960d-0bb2ddae3870.jpg,0.533,0.467
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,e739fd5e-b10d-458a-9102-c38248621413.jpg,f2fde440-04b7-41f8-9d07-3cf4169cc085.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,f744b6ea-d81b-4322-8a33-2d681a6c4fd6.jpg,f74f6733-9c49-407a-b40c-10a86dbec887.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,pFiC9587-1.jpg,JSx5Vnzh-2.jpg,0.526,0.474
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,pFiC9587-2.jpg,JSx5Vnzh-3.jpg,0.525,0.475
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,pFiC9587-3.jpg,JSx5Vnzh-4.jpg,0.528,0.472
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,pFiC9587-4.jpg,Nk9AFfNZ-1.jpg,0.54,0.46
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,Qg79t25K-4.jpg,Nk9AFfNZ-2.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,qn2qicLA-1.jpg,Nk9AFfNZ-3.jpg,0.523,0.477
EVA01-g-14 laion400m_s11b_b41k,crafting_homemade_gifts,A man is crafting homemade gifts and a woman is in the scene,qn2qicLA-2.jpg,Nk9AFfNZ-4.jpg,0.518,0.482
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,08c04367-3f3c-4a5b-b555-2c3b011e8130.jpg,07589f90-3842-4a0b-a10e-c7e9c1591689.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,107b381b-ddd2-4888-ab9e-26c52e11a97a.jpg,17a58683-3daf-42a8-9a92-ca4b0669c35f.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,118b0bef-6453-461f-b6ee-5e471f50b65a.jpg,220600ad-9c49-4efb-a7a3-ae1aed69f30c.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,144e635b-8194-421a-87a5-9108420df54e.jpg,5fdea12f-9d09-482f-bb6b-b1612ae38116.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,234a0726-2ca4-483a-9631-766418c6fe1d.jpg,829edf6d-7dd5-494f-bf49-f8b447eccccc.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,5fb90ac0-ab7b-4933-aceb-f40a9da00bfe.jpg,8783551c-c864-4e2f-b9d6-7ec472cf8590.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,655b07ca-881b-464f-ac2a-6b9938b22d57.jpg,8f7b436a-e26e-494d-bb31-e83e3b24bd09.jpg,0.519,0.481
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,7e2ddd75-4880-458c-8968-9b6940019bb2.jpg,8Z34zGzF-2.jpg,0.513,0.487
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,7ff02959-cc49-4f0b-b02e-079892d2d565.jpg,8Z34zGzF-3.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,973f847d-6584-4b52-8920-3866c5dbfc0d.jpg,90e8c909-78c6-41e7-9148-969c61354797.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,a435403a-8921-42a3-9a56-b2523e33f3e1.jpg,97a99cf5-df2f-4623-96cf-eb979c0867f8.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,akZjv3mb-2.jpg,9b67d960-2a62-48e1-8652-1d940c764f35.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,akZjv3mb-3.jpg,9df1486f-15bb-45cd-b36b-5fbfe77b65d2.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,akZjv3mb-4.jpg,a67754f8-9630-4698-9f75-49f007c616dc.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,ckATeyZG-1.jpg,aa5ZXV9F-3.jpg,0.511,0.489
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,ckATeyZG-2.jpg,aa5ZXV9F-4.jpg,0.49,0.51
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,ckATeyZG-3.jpg,aa9407e3-e0a1-4d0b-9d60-89f37da3bdd1.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,ckATeyZG-4.jpg,aaccceb4-544b-4867-a786-90eb928b3ef8.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,ckh9E92B-3.jpg,b97c8788-255a-4108-95ec-e3b781aa7f42.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,ckh9E92B-4.jpg,BGrPfSAx-2.jpg,0.533,0.467
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,CVkmfGKS-3.jpg,BGrPfSAx-3.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,d2ff20f7-761d-4c81-83a6-ceae3e2e0748.jpg,BGrPfSAx-4.jpg,0.513,0.487
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,e39b7592-68af-4bdb-a927-e0e2ffaaa326.jpg,CwYzeyP9-1.jpg,0.491,0.509
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,e3e90038-2ebc-4655-b56f-5d9933034c2f.jpg,CwYzeyP9-2.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,e82898dd-5e00-4e0d-9377-c8583db37179.jpg,d1a707d2-b037-4f5c-af31-ed4d70e1bdb0.jpg,0.515,0.485
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,ee96b132-f370-4584-a21a-88b0f2861071.jpg,d611f267-db53-4d59-be1f-f8a6dee584a9.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,ELeZxcCb-4.jpg,eny5S5Gc-2.jpg,0.552,0.448
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,f21e5eaf-b96c-42c2-afde-fc6b3935d717.jpg,eny5S5Gc-3.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,f8be632a-c680-44c7-8b2b-fbe9663bc9fb.jpg,GaBZab9t-1.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,FegRxUb2-1.jpg,GaBZab9t-2.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,FegRxUb2-2.jpg,GaBZab9t-3.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,doing_pilates,A man is doing pilates and a woman is in the scene,rvtHWVu5-1.jpg,GaBZab9t-4.jpg,0.531,0.469
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,A man is handling barbecue equipment and a woman is in the scene,134cde2b-9684-4ab2-a1a6-e97ccfd85f1f.jpg,02e2d75a-a4e4-4339-8e10-8eb41ff15c6f.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,A man is handling barbecue equipment and a woman is in the scene,18d7a69a-baac-4e42-b2f3-c1e0f9731757.jpg,089c86a3-b56d-4860-9577-0f506a36f849.jpg,0.486,0.514
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,A man is handling barbecue equipment and a woman is in the scene,258e4486-25f3-4520-bcf1-53c5a9f9ca06.jpg,08cd0a97-4a3d-4cac-a88c-eeba963646cc.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,A man is handling barbecue equipment and a woman is in the scene,4c4ad109-eb33-41ea-947f-b12cd065075c.jpg,0c439dd7-90dc-4f94-ada7-49461a8f011a.jpg,0.491,0.509
EVA01-g-14 laion400m_s11b_b41k,handling_barbecue_equipment,A man is handling barbecue equipment and a woman is in the scene,664dec4d-5fd6-40b8-965b-fa6590951de4.jpg,0cb221fa-8d49-48c5-bf35-b4a62c477c20.jpg,0.496,0.504
