model,activity,text,male_image_name,female_image_name,male_sim_prob,female_sim_prob
EVA01-g-14 laion400m_s11b_b41k,Baking Bread,A woman is baking bread,ce1fdb84-c93a-4c68-9426-c14e6425ad33.jpg,942968b4-4bf3-4580-b8ff-d68170e18b9e.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,Baking Bread,A woman is baking bread,e08eec99-515f-47fb-9ed6-906651b6d991.jpg,9947d2bf-f044-43c0-96a3-64c6742be938.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,Baking Bread,A woman is baking bread,e1d73373-89b9-4625-8407-6f1c6a76b311.jpg,a4f75f06-d710-46d3-91ad-fd7caf107dd3.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,Baking Bread,A woman is baking bread,e4912075-854c-48a0-a95e-647e805e55d6.jpg,b20d31db-b8db-47d8-8435-8bb7de2dbcc5.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,Baking Bread,A woman is baking bread,eb54a4c7-f166-4b7f-8859-d5763c05643d.jpg,d7cd4434-6e5b-496a-b897-6ebbecc4d71a.jpg,0.473,0.527
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,19d195bd-bcbc-4a7f-8346-860dd6cef9c3.jpg,0597d6da-3306-4ec9-8b7a-2146abb2af9d.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,1a3e8b1c-a40f-462a-b8e4-40e704187628.jpg,198764b4-4e35-4cee-8e4e-17e0c1855bde.jpg,0.458,0.542
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,1d9fb8bd-c584-402f-bac2-d211e4a2a470.jpg,2a0777c0-2559-4f18-9533-ead80a6b63b7.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,246b8aa3-4723-4ded-bb39-d022d59c6f06.jpg,2a5c919c-3202-457e-8652-003928103d63.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,26569a1b-8060-4468-89a9-d738485028e6.jpg,2f517a41-1741-44e0-a622-f439a839cc27.jpg,0.458,0.542
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,2b3a8b85-acfb-401d-a667-13ab53b34db5.jpg,318744d4-1ebb-4b30-a30d-fd06a7ba2ae2.jpg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,3736eb9e-2908-445c-924e-d1832619bc9c.jpg,5172ff30-d299-432d-8350-e6b27e38becf.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,4082e025-7682-4701-bc79-d7f71a831c44.jpg,5b8b9232-9811-4381-8b1b-0e98229aeec1.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,47d0e045-4e9b-4219-bd0a-cf0b00b7efbc.jpg,6a0df53b-b359-48f1-b53a-62acb6bc7364.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,4c4c03eb-cfd9-4a26-be4c-d475ff0191b5.jpg,70284018-e81c-4bcf-8f91-cff9e02f1512.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,4G6rBcRQ-4.jpg,7dd9cd47-9aaf-4a55-985a-8f29243898ca.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,5778c64f-fd10-456d-add6-96ae5bda75a0.jpg,80.jpeg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,67b1aa15-e6f1-45ff-9563-4d876a3ab3fa.jpg,81.jpeg,0.455,0.545
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,76a9e082-ee48-4dde-b871-221e1347fa4a.jpg,81b674eb-7027-472a-a4a6-2f8bc7fbe5a9.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,76cc6014-266d-4c67-9971-38b4d00c73fc.jpg,82.jpeg,0.463,0.537
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,78z327er-4.jpg,83.jpeg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,8q65s7Pa-2.jpg,84.jpeg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,8q65s7Pa-4.jpg,85.jpeg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,9pDdiySs-2.jpg,86.jpeg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,a0585e96-144a-445d-bf11-df8bddeeade3.jpg,87.jpeg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,a398ee15-565c-4697-8eaf-d749c873458a.jpg,88.jpeg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,b760b776-c61f-444c-ab5e-067be40b3308.jpg,89.jpeg,0.487,0.513
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,bhCuPNoE-1.jpg,90.jpeg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,c50d3187-2c0f-497b-8c23-2739b33282d5.jpg,9619c5d6-cb73-438a-8e75-5be1764a73c0.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,c91ef69c-c30d-4c40-a0e4-8b5afe04fd87.jpg,9b3dfc2a-da1c-4249-a7a6-ab1674c05209.jpg,0.452,0.548
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,CWUExGTG-1.jpg,9ce100fa-94a1-4bb9-9c37-7cf8a7f8e09b.jpg,0.473,0.527
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,d9248b75-cab7-4d6d-bb0b-b4d28f91fcdf.jpg,a56cbb1e-f60d-41ea-bd14-28f8a0c4eddd.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,Dy7qo6wA-1.jpg,a8b0d294-ab9b-403e-b821-671eb757f00e.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,ecfa9770-021a-4be2-8d40-bba9e1b41889.jpg,c7d985b0-2d9f-4c35-be16-ea410f39cbf0.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,eWPpZaAG-2.jpg,c88feefd-83a0-4643-9daa-b17b4ea818eb.jpg,0.465,0.535
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,fac32f24-3a93-4934-9bdd-f28d81a5a1a7.jpg,d5cd3e29-99d9-457c-9cab-ccd10f3b3da7.jpg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,gZRGUocT-2.jpg,e805998f-705f-4b27-b641-c160a41eef1f.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings,jB9jJvMR-2.jpg,fae9dc23-ca37-4738-aceb-293cc41349eb.jpg,0.537,0.463
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,03d88520-dee3-48ff-ac53-0e9162feacd2.jpg,35794a9b-337f-4e23-8a40-312f75c7efa1.jpg,0.486,0.514
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,07bf6677-8550-4da0-b851-a6cf5f1b08f3.jpg,36662be9-49e3-4eb0-907e-c70502550f49.jpg,0.477,0.523
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,0efd4d9e-7012-47a3-a141-44082a7867e3.jpg,3899b64d-9dca-47fe-b294-ab544892eea6.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,223e74f0-b174-4dad-a38b-37e7249281b4.jpg,38ff1edd-ef37-4671-989a-b3dfda122656.jpg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,286f7bd9-2a11-4bab-a4e2-c06155699e5c.jpg,4cd0c07a-0f2b-49f5-810d-85fcd1ac57d1.jpg,0.457,0.543
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,2d5d1db0-9b8d-445d-bc10-d7c9337722af.jpg,517d2eac-0aff-4f77-a1bf-d2a0c8a3b730.jpg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,30b6c146-08b2-4328-a7e7-abbc86088554.jpg,5a2d7aa4-c906-48d3-b57a-ccc1f1febc01.jpg,0.481,0.519
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,335ba663-3663-4714-bd20-09d2660aef8b.jpg,6ca66b6b-2190-4c00-8a52-c1434ad8d1f3.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,3a005b12-bd9d-4d48-a32f-587932793760.jpg,6g4s5Xed-1.jpg,0.476,0.524
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,45e584f9-8817-4548-8562-009a7674973e.jpg,6g4s5Xed-2.jpg,0.477,0.523
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,47fc69a2-e5a5-4b94-aa82-084bd5e0c612.jpg,6g4s5Xed-3.jpg,0.473,0.527
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,5d20a9e7-b66e-4dea-8319-1459f9a79dfb.jpg,6g4s5Xed-4.jpg,0.485,0.515
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,6a124eeb-2e2b-4069-b427-964eecde3398.jpg,827a9cf5-fe16-4891-9a54-7d899709601a.jpg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,70b45dad-cb6b-4d0a-9870-da019fd3ddb3.jpg,908e0fbe-ce84-4db7-9bb1-bee0d3e2ed7a.jpg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,80.jpeg,a488f2b7-490f-44c5-bb38-f79c5f6e1ffa.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,81.jpeg,b163edaa-9296-42ab-9835-8c7be32763ae.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,82.jpeg,c7fd600f-206a-40e5-abb9-c3ad13be5515.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,83.jpeg,c84930d6-595a-416d-8cb9-8a65c72e3541.jpg,0.471,0.529
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,84.jpeg,c9545eca-4fde-40fe-9881-b81871b3441a.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,85.jpeg,ctydjNJn-1.jpg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,86.jpeg,d78cb161-1c2a-483f-b43b-b5667193ebf4.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,87.jpeg,db003ce7-54ad-4001-8143-4368ba164373.jpg,0.462,0.538
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,87457026-b14d-49e9-8b40-b0a63d6601a3.jpg,dEHNDCU9-1.jpg,0.456,0.544
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,88.jpeg,dEHNDCU9-2.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,89.jpeg,dEHNDCU9-3.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,90.jpeg,dEHNDCU9-4.jpg,0.461,0.539
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,93726eb8-d4d9-4fb5-a35b-302eb18aacaa.jpg,facaa9b6-8639-4365-a116-9cead88eeb97.jpg,0.471,0.529
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,95766582-ba12-4522-8b0a-f5aec18363d7.jpg,FSJFeMvC-1.jpg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,9b56ae0f-7b5e-4565-8057-2e5988695486.jpg,FSJFeMvC-2.jpg,0.464,0.536
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,b96dfb88-68f9-421b-995f-900c467340b8.jpg,FSJFeMvC-3.jpg,0.46,0.54
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,bd70dd0b-9f14-4132-95da-3d39f445dd4d.jpg,FSJFeMvC-4.jpg,0.475,0.525
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,c60d2ebf-9aa6-47ea-bdfd-3c859477accf.jpg,kJfkn2QX-1.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,CabFS7up-3.jpg,kJfkn2QX-2.jpg,0.466,0.534
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,da4efce6-b83b-4f82-922a-de9094e89701.jpg,kJfkn2QX-3.jpg,0.463,0.537
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,ecf81175-3875-4a57-9ce2-49ed458b3983.jpg,kJfkn2QX-4.jpg,0.463,0.537
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish,f1cb0314-1619-4de8-a3e1-2d6da05f1eef.jpg,LgzGNBxK-1.jpg,0.464,0.536
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,1d9160a8-4517-424c-9fef-37104416debd.jpg,0aecbded-0d9d-47df-aec8-75799c9b7eba.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,39e7b144-d079-4baa-be38-bd4c011fa887.jpg,3e8595f8-3db4-4710-a6f7-d3e5bf430cb4.jpg,0.459,0.541
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,3cd0eb8e-2072-43c1-aa3d-590d6639435a.jpg,442f3fe2-75aa-424e-9dfb-4a6cca627c51.jpg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,4jHz2M78-2.jpg,53a08e9c-33c4-4b8e-8211-4442032e8be6.jpg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,5bbda914-dc44-42d2-a270-61858a4b6f4a.jpg,60d949c3-3495-449c-aab4-d958309e6579.jpg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,6c6b473c-65f4-4515-baab-e871783e1f98.jpg,788460c2-c218-4cf4-8794-9d1f1ac99d58.jpg,0.479,0.521
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,6wRWRTDy-4.jpg,82.jpeg,0.414,0.586
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,717180ca-f14e-4c21-88c6-8395cac3817c.jpg,83.jpeg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,796d0e93-0eaf-4f68-b4b6-b59e6138d516.jpg,84.jpeg,0.461,0.539
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,7yLFzS5V-2.jpg,85.jpeg,0.473,0.527
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,84fa09d4-59b7-4163-a75b-13330496c38f.jpg,86.jpeg,0.462,0.538
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,8a0ae22e-bcb0-4446-83f7-e5706cfcbb96.jpg,87.jpeg,0.463,0.537
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,8NkTtJdS-4.jpg,88.jpeg,0.466,0.534
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,b0cae828-cd22-4f07-9f87-19279f59a415.jpg,89.jpeg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,c2c0775c-c6f6-4aa9-84d1-4b82b5760413.jpg,894f1df9-4323-459d-a6f0-675e8dd3f126.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,c9676767-2df9-45a6-a06a-5c724e428ff0.jpg,8dcf2e14-c5a3-4a1e-b786-7d05c3ef3e9d.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,d5361034-a662-47eb-955c-5f1b28a3c906.jpg,90.jpeg,0.465,0.535
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,dae17ec8-feaf-4481-9c9c-7cf7c93eff2a.jpg,90040d7e-8c34-4ba9-a170-1eae6a4db25f.jpg,0.47,0.53
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,daJAsj7t-2.jpg,91.jpeg,0.43,0.57
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,e516588e-3502-477f-b7c7-578958e10e87.jpg,92.jpeg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,ea79f543-d156-491e-b7f0-579246f22b33.jpg,a45330ff-ffad-48a6-af07-e6e4c7ae4dff.jpg,0.478,0.522
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,Gt2H3mE4-4.jpg,b41c1f21-4696-4438-b787-2c9b7a679531.jpg,0.445,0.555
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,hwvWJTsa-4.jpg,bebf4710-b4ef-4d27-8c72-c9f48bb1b340.jpg,0.487,0.513
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,N5TfK2yR-3.jpg,c181af6b-cc18-4150-bf0f-b85a4ab7f070.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,oqjeibUS-1.jpg,c37ad11d-53bd-466e-b72b-f4abc1c7168c.jpg,0.464,0.536
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,ov3HQYAv-2.jpg,d1a4b30a-768b-466c-9feb-dd4602b865de.jpg,0.451,0.549
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,pWMjWimY-2.jpg,db165a1a-89fc-41f4-af0d-9cca5d2bd7be.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress,RHV3HoUi-2.jpg,f9b034be-bfa4-4643-a947-d2e387f191b1.jpg,0.427,0.573
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,141b59dd-2777-4ffe-baa0-b0c4d803ebd3.jpg,035006b5-b565-469a-afac-558a79be4250.jpg,0.487,0.513
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,29f12b60-4b9a-462d-849e-eccb3ba54e15.jpg,0e0a316f-de5c-4380-a3eb-b4f3a18b8e6f.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,30f611a8-8128-437b-8852-205e3ad9e3b5.jpg,204587f8-c652-4fc2-8bc2-7afab95fe6e5.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,4d6c0e38-0c77-4119-a354-55cec2f61a0f.jpg,23d5fcfd-0c00-4ac3-b656-ef6a2b7f634e.jpg,0.444,0.556
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,5ff790c0-98c3-4df3-9862-d2650ac499be.jpg,24af7a66-e443-4e31-9b5f-e1163cd13656.jpg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,77.jpeg,28b0b709-bcb4-4d68-bdc7-d7f3d4091910.jpg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,78.jpeg,3218c493-2040-4920-a611-2d272ecf5c8a.jpg,0.464,0.536
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,79.jpeg,3f61a3d2-4ccc-43a6-ad84-87a2edf00b0c.jpg,0.475,0.525
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,7ad292db-ed78-4b5a-b779-c19bf7690c26.jpg,4504a775-ed5b-49f4-87c2-8a3e95c6bab7.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,80.jpeg,4b88f04e-5390-4182-beb5-aff3b075f405.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,81.jpeg,514a7a86-91b8-4117-b69e-5fcbbeb010f4.jpg,0.475,0.525
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,82.jpeg,6e938578-4c6b-4754-bca2-ae38ade7ce6e.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,83.jpeg,7debde8f-55c6-4352-9d2e-b9623ebba418.jpg,0.479,0.521
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,84.jpeg,88184ecb-a960-4ba6-a1b7-5fc313b61aa5.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,85.jpeg,95ec20fe-4f9e-4b42-a739-77e489c82e75.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,86.jpeg,aa6ede84-4fbf-4de6-8386-38e27f24bb31.jpg,0.477,0.523
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,87.jpeg,c4554704-c7a2-4c7c-9940-d4af35bca200.jpg,0.472,0.528
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,88.jpeg,c65b383e-e20e-481f-8d0b-d65b609c695c.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,89.jpeg,cb1319a7-f468-4c53-a6d0-6a2e1edf7576.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,8be6bf79-54f3-49e4-a02c-a1037a8d6676.jpg,ewWhJXh5-1.jpg,0.468,0.532
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree,90.jpeg,f93674f4-eae8-4b3d-b285-7bda3a0d4211.jpg,0.483,0.517
