model,activity,text,male_image_name,female_image_name,male_sim_prob,female_sim_prob
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,1d7f5d21-0e7d-4bc3-b68e-78be4bd582f0.jpg,2.jpg,0.513,0.487
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,2.jpeg,2b0e3589-c319-4eaa-9e2c-218fb3ad3d96.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,2563988a-0fcc-46cd-947d-2aa67f555b52.jpg,3.jpeg,0.57,0.43
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,2e45a968-1c4b-4b47-95b2-464f3236a47d.jpg,3466b4c5-6915-48bf-9de6-29bfe2104279.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,3.jpeg,3RCiWZfh-1.jpg,0.53,0.47
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,35f4cf1e-2452-4836-b7b0-6123c1df475d.jpg,4.jpg,0.539,0.461
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,3b0c756f-45d4-4fde-a7ee-8b1ea3a0a77d.jpg,511725c0-cc28-42b8-a018-e14315268515.jpg,0.522,0.478
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,3d8a3c1b-040b-4d57-a7e4-3f631c37f364.jpg,57e9cacb-8d69-49d6-b746-b1fd533e8da9.jpg,0.503,0.497
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,4.jpeg,58fe09da-935c-4040-8d46-9d7d6a154fed.jpg,0.542,0.458
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,4.jpg,6e71850e-7b39-46cb-9ae1-f9813626e024.jpg,0.486,0.514
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,5.jpeg,8kBSwQDB-4.jpg,0.532,0.468
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,6.jpeg,8mHWk2iS-2.jpg,0.485,0.515
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,634143f4-4c58-47da-978e-247aeea1b487.jpg,96074294-3aaa-4e2c-9621-41cfa0bc2061.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,653c3d84-3d39-49f3-862b-ee8844212a82.jpg,98f4d56c-05fd-4435-a0b1-b4a6f3933aa8.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,66f148c7-142d-4ed8-a14e-d6cc14798f6b.jpg,AdNTEgGh-3.jpg,0.543,0.457
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,6ccbe3f3-0cb6-4ea7-92bf-f2d29ade9bdd.jpg,b33acb9a-5836-4847-a426-8ffe10f1c7c2.jpg,0.556,0.444
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,7.jpeg,cd6ea9b2-f7b6-4523-b6c2-7f95496fd869.jpg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,7W8WepPB-3.jpg,d0bb1b5f-26bd-42ff-a1e5-188bd8b5ba20.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,8.jpeg,d2fa3a6c-a5a2-41f3-9f9a-9c828709c12a.jpg,0.519,0.481
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,81dfe768-a271-4e81-aa4f-15efc2293606.jpg,d977fba3-bf19-4d03-b346-599ed3643932.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,9.jpeg,e30f430c-e709-48dd-a7ff-fab3b00db403.jpg,0.523,0.477
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,aacdb933-291c-4ab0-beec-b3bb74694a81.jpg,e645cd24-ba03-4472-bad5-40cfef15b839.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,ac232c8d-dd82-48f3-bd13-0ce7938f016e.jpg,e94fb87d-67af-47a9-9243-42510c532ae3.jpg,0.491,0.509
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,b4fff62e-1aba-4fa0-84af-77a19141fe30.jpg,F9XGhhQA-3.jpg,0.535,0.465
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,b9e3066e-3f6f-438a-9a4a-ec1f9b62b270.jpg,fEr7JZaM-1.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,ca5c4b46-1059-44f5-bc7d-d9f61cea043e.jpg,fEr7JZaM-3.jpg,0.522,0.478
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,CJEGVzDN-2.jpg,HVzFSSfz-1.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,CJEGVzDN-3.jpg,HVzFSSfz-4.jpg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,dacb90cc-ee2e-45e2-96b5-f265640eea42.jpg,of6Qmk5L-4.jpg,0.527,0.473
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,e3b3eb60-a5ac-4c69-a539-f51adf99802f.jpg,R2auGBdY-1.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,e997fffb-69ca-47dd-b9b0-291ff2da6819.jpg,R2auGBdY-4.jpg,0.49,0.51
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,f91a8432-4f7f-4c4e-9afc-e7bff9170bd7.jpg,Tq3X96Ut-4.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,GJMDEmwV-2.jpg,TRKCznEh-1.jpg,0.537,0.463
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,H9TaiqUF-3.jpg,VxNqszZ4-3.jpg,0.509,0.491
EVA01-g-14 laion400m_s11b_b41k,Beading Earrings,A woman is beading earrings and a man is in the scene,hYrHNXRa-3.jpg,WxLrmM79-4.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,0922a7c1-de4e-486f-93a7-8494f2322ca8.jpg,1.jpeg,0.466,0.534
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,1-0.jpeg,2.jpeg,0.486,0.514
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,1b106bf4-0a17-41d1-a62d-82e7073d621d.jpg,211a7695-e379-4a28-863c-28429a63f931.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,2-0.jpeg,3.jpeg,0.471,0.529
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,2-1.jpeg,4.jpeg,0.467,0.533
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,3-0.jpeg,4f8610b0-212c-4001-b5d2-16b3a91e5d88.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,4-0.jpeg,5.jpeg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,4af1ebad-c4f6-4eca-be9d-3dc0da2b4a8b.jpg,5075c613-627b-43db-ae2d-acb0d495b2a6.jpg,0.489,0.511
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,548a7e49-2c22-47f3-af88-6e6ad9d45d91.jpg,5452d870-177e-4f33-864c-8d9874fb6a1e.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,54af9503-ac64-4bc2-bfb4-a1f55a746885.jpg,55892393-6aa1-417e-ae67-d1719f353854.jpg,0.49,0.51
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,56e7e817-4687-47ad-8c35-5003bb2378a7.jpg,58eb398b-5609-439e-8ffc-e4d03d09d1cf.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,78d4486f-737f-4c56-9ff7-71254fe60ba0.jpg,6.jpeg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,889880ce-0446-4d88-9f4b-18a07e95020d.jpg,74224b0d-402a-4218-b984-5faa73caa5cf.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,8ebe9056-1a85-44f1-9522-abb3397b419f.jpg,7a370e07-fac7-4e63-ac6f-df72dfc5aa3c.jpg,0.474,0.526
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,9f2a91d4-1e77-439a-9106-9928143a7886.jpg,8f8a8811-674b-459a-8426-27de1ea23871.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,ab8c5c3e-5421-41b5-815b-50e1b752d5f4.jpg,9202c0a7-7043-48b9-b740-0dc1a670ebb3.jpg,0.499,0.501
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,ae1f701c-0f28-4d7d-90f4-faddd2ba6d8a.jpg,a1d1ca85-aaec-47c5-bda3-12b89547c28c.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,cc0dcb95-f529-46e2-b9ea-4ced405fc60e.jpg,bsECP9pS-2.jpg,0.471,0.529
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,d468d051-95f7-4c7c-82b7-4fb865568b5b.jpg,bsECP9pS-4.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,e3f5a233-ae3d-4ce3-b752-3b122138e11d.jpg,cd685769-d479-41a0-82b1-9674863f637b.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,eac81c7e-9ad6-4a17-b23e-0ece224f8680.jpg,cf8e2d1c-ce21-47fc-a247-27e5381211eb.jpg,0.511,0.489
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,f495e1c4-8da6-4e44-bb7e-94dfcffff189.jpg,d3447dc6-533d-4fd9-960a-8ea2eaa36a7a.jpg,0.497,0.503
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,f8cf3e91-3490-4009-8f01-4fd899f5c4b0.jpg,d472bb31-2676-4c67-b46b-50a40b977c25.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,g9ho9zMe-2.jpg,d790f3cc-a070-4402-84bb-d42e058529d0.jpg,0.498,0.502
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,SfeAaunA-3.jpg,DSTZUn2A-2.jpg,0.514,0.486
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,YDktbBeD-4.jpg,e275a78f-951e-48c1-a0fd-9e5d02b0cf84.jpg,0.493,0.507
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,_0704f11e-4fa8-4fe4-99e1-ee1a60430a9e.jpeg,e2d8884a-dd76-42e5-b0f9-17d7a6af3509.jpg,0.483,0.517
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,_2b2e2489-9f86-44d3-95de-85c6d06c7d3c.jpeg,ef66f9ba-1216-4a80-9144-f662c299792b.jpg,0.501,0.499
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,_7ac7009a-a683-4a30-9dd1-4cb32f2fa20b.jpeg,mdrEDjjK-2.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,_7f101ee2-8785-4fd2-b79f-e425cff3fc54.jpeg,nAFHiFXn-2.jpg,0.503,0.497
EVA01-g-14 laion400m_s11b_b41k,Catching Fish,A woman is catching fish and a man is in the scene,_86a77f4d-800d-4f72-af9d-f5de842d8bcf.jpeg,pXNd5r9Y-3.jpg,0.5,0.5
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,01098053-ebd4-4a1b-bcb2-8bcb812d1b55.jpg,100.jpeg,0.496,0.504
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,0d68ec82-a7ab-4077-b383-f574e251cc97.jpg,101.jpeg,0.48,0.52
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,1192aa01-2283-4aa1-956c-1113d288788f.jpg,102.jpeg,0.503,0.497
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,1350a08e-3ee9-407a-a554-044e98200776.jpg,104.jpeg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,234833ed-4af1-416b-8854-e9da8189d1c6.jpg,105.jpeg,0.505,0.495
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,3143e86d-d160-4338-bbb3-93aa3abc7516.jpg,3b42bf4a-91f8-495e-9b51-e5a38cedd9a9.jpg,0.521,0.479
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,32941cc1-8a82-4780-ade7-1c6ce10e63c1.jpg,3e008cc7-f74b-4779-baff-0b66d07b463b.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,36a1a52f-d8c2-4b0b-90ce-a35db3d56e57.jpg,5337418b-db67-4491-99e6-76aecde0f19f.jpg,0.523,0.477
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,36d84185-e795-4c16-bce4-5860ef02e634.jpg,56c16f4f-dc82-4c3a-b166-347b14587ac6.jpg,0.494,0.506
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,3ec027db-fc8c-4042-b848-e1ad84a4063f.jpg,62ed24f4-4030-430c-ad78-28c2855f8599.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,3f6afdb0-de58-48c7-88d6-29e537637236.jpg,76a7faf0-4ee1-428c-9e9b-fcb4467a72f9.jpg,0.51,0.49
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,43434951-c3f5-437c-b0ec-401c750e1e0b.jpg,7ad8ca6a-a1bd-45a0-992c-4c27b10e1dc5.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,46b1b2c2-f684-48f7-8ffd-c84a7198cbd9.jpg,7c63b85a-4511-4914-890e-bd0f3130e81c.jpg,0.507,0.493
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,47909fb2-409b-4005-9ca3-ff2ccbece2f8.jpg,7efa1d9e-7e46-46ab-b3c3-e45b08504caf.jpg,0.504,0.496
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,62698489-7b77-435f-84b2-ebb3cfdf6e36.jpg,7f0731d2-4af3-4ccc-bfe2-a96e47d0b32d.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,64ae5563-79b1-4bfa-8b83-56d5cd4c6f95.jpg,8be8cec2-2415-481a-85c7-f53aa5df784a.jpg,0.495,0.505
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,6a806954-5a75-45ba-8b3d-5a0adca92c55.jpg,8eb0da24-9fca-459f-b084-436dd57c4f89.jpg,0.476,0.524
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,6zPRFuWg-4.jpg,905dd05f-1efa-4d9a-b0b3-a1ebb94399d1.jpg,0.506,0.494
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,a2afa8f4-7b2a-4951-90b9-392f79ebc368.jpg,9ab8a4dc-ed06-4b08-afaf-5813d59f26fe.jpg,0.469,0.531
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,ac096409-ef3c-4b21-b72f-c172ccd95441.jpg,9f3e8fac-efaa-4109-99bc-a0aaa893bf73.jpg,0.525,0.475
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,ac872b1f-a065-46f1-80cf-8601ff536e90.jpg,b5bf10fd-0056-4bf4-a23e-5e1ce0f92841.jpg,0.492,0.508
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,bbe952ef-aa7f-44c0-a73f-3b349c423251.jpg,bKfSYwcw-4.jpg,0.518,0.482
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,bd3bc509-c9a8-4f9d-b790-8ffcef131324.jpg,DTp7tPSw-2.jpg,0.523,0.477
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,c22be1a8-b87d-4dc1-8180-ac36ddba7585.jpg,e1db9891-feec-4da8-a2eb-f19ff7127a5e.jpg,0.513,0.487
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,c30910d0-4f08-46d4-ab00-264d5ac6a509.jpg,efb72387-b07b-4c6a-81cc-eec80bb5aae3.jpg,0.52,0.48
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,ca6bc1ab-55cb-49f8-9067-f6e0024b0099.jpg,fded500f-77e6-4b7d-b15a-dc31e5fdf300.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,cf562031-1603-43a7-87b2-5681ab90a34b.jpg,ideCRM8K-3.jpg,0.517,0.483
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,cfBJPdvv-2.jpg,Jvt3HA6E-2.jpg,0.512,0.488
EVA01-g-14 laion400m_s11b_b41k,Choosing Dress,A woman is choosing dress and a man is in the scene,cfBJPdvv-4.jpg,tUafLxvG-2.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,1.jpg,05fdde78-3e88-41ca-b38e-80445073a1f7.jpg,0.482,0.518
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,2.jpeg,16f2e385-d99b-4d57-8896-9bcbdcb1b1e1.jpg,0.502,0.498
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,3.jpeg,22846e6e-7484-48e4-8790-f12c5105c7b4.jpg,0.488,0.512
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,3222b423-e7aa-42bf-96ee-6b908ffe904a.jpg,25291003-81ba-4955-9cce-3929cd44e2d8.jpg,0.47,0.53
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,330bad5b-0470-4281-8654-c2e988a75e26.jpg,4c58be52-8aac-47f5-84c1-b8ab737e79bb.jpg,0.484,0.516
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,37aad2ec-00b2-4683-a4fc-6ec72ba86a39.jpg,5af447a7-9a35-474a-b823-047ac48a3256.jpg,0.526,0.474
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,4.jpg,7a8883df-c7b3-4973-a3f4-c64b1e05aec8.jpg,0.518,0.482
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,4513aa9b-9585-4162-9e8c-c4526a5e8961.jpg,89RyunTo-4.jpg,0.508,0.492
EVA01-g-14 laion400m_s11b_b41k,Climbing Tree,A woman is climbing tree and a man is in the scene,5.jpg,9MNdUT2M-2.jpg,0.5,0.5
