model,activity,score
ViT-L-14-336 openai,holding gun,1.0
ViT-L-14-336 openai,leading team,0.8181818181818182
ViT-L-14-336 openai,picking flower,1.0
coca_ViT-B-32 laion2b_s13b_b90k,baking bread,0.9411764705882353
coca_ViT-B-32 laion2b_s13b_b90k,beading earrings,0.9090909090909091
coca_ViT-B-32 laion2b_s13b_b90k,catching fish,0.8333333333333334
coca_ViT-B-32 laion2b_s13b_b90k,choosing dress,0.9090909090909091
coca_ViT-B-32 laion2b_s13b_b90k,climbing tree,0.6923076923076923
coca_ViT-B-32 laion2b_s13b_b90k,drinking beer,1.0
coca_ViT-B-32 laion2b_s13b_b90k,holding baby,0.9090909090909091
coca_ViT-B-32 laion2b_s13b_b90k,holding gun,0.8
coca_ViT-B-32 laion2b_s13b_b90k,leading team,0.8181818181818182
coca_ViT-B-32 laion2b_s13b_b90k,picking flower,0.8461538461538461
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,baking bread,0.7647058823529411
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,beading earrings,0.6363636363636364
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,catching fish,0.5
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,choosing dress,0.5454545454545454
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,climbing tree,0.46153846153846156
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,drinking beer,0.36363636363636365
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,holding baby,0.5454545454545454
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,holding gun,0.5
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,leading team,0.36363636363636365
coca_ViT-B-32 mscoco_finetuned_laion2b_s13b_b90k,picking flower,0.5384615384615384
coca_ViT-L-14 laion2b_s13b_b90k,baking bread,1.0
coca_ViT-L-14 laion2b_s13b_b90k,beading earrings,1.0
coca_ViT-L-14 laion2b_s13b_b90k,catching fish,1.0
coca_ViT-L-14 laion2b_s13b_b90k,choosing dress,0.9090909090909091
coca_ViT-L-14 laion2b_s13b_b90k,climbing tree,0.7692307692307693
coca_ViT-L-14 laion2b_s13b_b90k,drinking beer,1.0
coca_ViT-L-14 laion2b_s13b_b90k,holding baby,1.0
coca_ViT-L-14 laion2b_s13b_b90k,holding gun,0.9
coca_ViT-L-14 laion2b_s13b_b90k,leading team,0.9090909090909091
coca_ViT-L-14 laion2b_s13b_b90k,picking flower,1.0
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,baking bread,1.0
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,beading earrings,0.9090909090909091
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,catching fish,1.0
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,choosing dress,0.9090909090909091
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,climbing tree,0.9230769230769231
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,drinking beer,1.0
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,holding baby,1.0
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,holding gun,0.9
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,leading team,0.9090909090909091
coca_ViT-L-14 mscoco_finetuned_laion2b_s13b_b90k,picking flower,1.0
dandelin/vilt-b32-finetuned-coco,baking bread,0.7058823529411765
dandelin/vilt-b32-finetuned-coco,beading earrings,1.0
dandelin/vilt-b32-finetuned-coco,catching fish,0.8333333333333334
dandelin/vilt-b32-finetuned-coco,choosing dress,1.0
dandelin/vilt-b32-finetuned-coco,climbing tree,1.0
dandelin/vilt-b32-finetuned-coco,drinking beer,1.0
dandelin/vilt-b32-finetuned-coco,holding baby,0.9090909090909091
dandelin/vilt-b32-finetuned-coco,holding gun,0.9
dandelin/vilt-b32-finetuned-coco,leading team,0.8181818181818182
dandelin/vilt-b32-finetuned-coco,picking flower,0.6153846153846154
facebook/flava-full,baking bread,0.8823529411764706
facebook/flava-full,beading earrings,0.9090909090909091
facebook/flava-full,catching fish,1.0
facebook/flava-full,choosing dress,0.9090909090909091
facebook/flava-full,climbing tree,0.6153846153846154
facebook/flava-full,drinking beer,1.0
facebook/flava-full,holding baby,1.0
facebook/flava-full,holding gun,0.7
facebook/flava-full,leading team,0.9090909090909091
facebook/flava-full,picking flower,0.8461538461538461
kakaobrain/align-base,baking bread,0.9411764705882353
kakaobrain/align-base,beading earrings,0.9090909090909091
kakaobrain/align-base,catching fish,0.8333333333333334
kakaobrain/align-base,choosing dress,0.9090909090909091
kakaobrain/align-base,climbing tree,0.6923076923076923
kakaobrain/align-base,drinking beer,1.0
kakaobrain/align-base,holding baby,1.0
kakaobrain/align-base,holding gun,0.9
kakaobrain/align-base,leading team,0.9090909090909091
kakaobrain/align-base,picking flower,1.0
roberta-ViT-B-32 laion2b_s12b_b32k,baking bread,1.0
roberta-ViT-B-32 laion2b_s12b_b32k,beading earrings,0.8181818181818182
roberta-ViT-B-32 laion2b_s12b_b32k,catching fish,0.9166666666666666
roberta-ViT-B-32 laion2b_s12b_b32k,choosing dress,0.9090909090909091
roberta-ViT-B-32 laion2b_s12b_b32k,climbing tree,0.7692307692307693
roberta-ViT-B-32 laion2b_s12b_b32k,drinking beer,0.9090909090909091
roberta-ViT-B-32 laion2b_s12b_b32k,holding baby,0.9090909090909091
roberta-ViT-B-32 laion2b_s12b_b32k,holding gun,0.9
roberta-ViT-B-32 laion2b_s12b_b32k,leading team,0.9090909090909091
roberta-ViT-B-32 laion2b_s12b_b32k,picking flower,0.8461538461538461
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,baking bread,1.0
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,beading earrings,0.9090909090909091
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,catching fish,0.9166666666666666
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,choosing dress,0.8181818181818182
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,climbing tree,0.6923076923076923
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,drinking beer,0.9090909090909091
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,holding baby,1.0
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,holding gun,0.9
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,leading team,0.8181818181818182
xlm-roberta-base-ViT-B-32 laion5b_s13b_b90k,picking flower,0.9230769230769231
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,baking bread,1.0
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,beading earrings,1.0
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,catching fish,1.0
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,choosing dress,0.9090909090909091
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,climbing tree,0.9230769230769231
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,drinking beer,1.0
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,holding baby,1.0
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,holding gun,1.0
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,leading team,0.8181818181818182
xlm-roberta-large-ViT-H-14 frozen_laion5b_s13b_b90k,picking flower,1.0
